"","age","gender","country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","info_date","info_time"
"1161",43,"male","united states","tx","no","yes","no","never","100-500","no","no","yes","yes","no","don't know","don't know","somewhat easy","maybe","no","some of them","some of them","no","maybe","no","no",1970-01-01,"11:38:00"
"1162",43,"male","united states","ny","no","no","no","never","500-1000","no","yes","don't know","no","no","don't know","don't know","don't know","no","no","yes","some of them","no","no","yes","no",1970-01-01,"11:38:00"
"1163",44,"female","united states","ma","no","no","no","never","100-500","no","yes","yes","not sure","don't know","don't know","don't know","don't know","maybe","maybe","no","some of them","no","no","don't know","no",1970-01-01,"00:33:34"
"1164",44,"male","united states","in","na","no","no","rarely","more than 1000","no","no","don't know","no","don't know","don't know","don't know","don't know","maybe","no","no","no","no","no","don't know","no",1970-01-01,"11:37:58"
"1165",44,"male","united states","ia","no","yes","yes","sometimes","more than 1000","no","no","yes","no","no","don't know","don't know","don't know","yes","maybe","some of them","no","no","maybe","don't know","yes",1970-01-01,"11:37:58"
"1166",44,"male","united states","na","yes","yes","yes","sometimes","44201","yes","yes","no","yes","no","no","no","very easy","yes","yes","some of them","no","no","no","yes","no",1970-01-01,"11:37:59"
"1167",44,"male","united kingdom","na","no","yes","yes","sometimes","500-1000","no","no","don't know","no","no","no","don't know","somewhat difficult","maybe","no","some of them","yes","no","maybe","no","yes",1970-01-01,"11:37:59"
"1168",44,"male","united states","wa","no","yes","yes","sometimes","44372","yes","yes","yes","yes","yes","yes","yes","somewhat difficult","maybe","maybe","some of them","yes","no","maybe","no","no",1970-01-01,"11:37:59"
"1169",44,"female","united states","ca","no","no","no","na","100-500","no","yes","don't know","not sure","no","no","don't know","don't know","yes","no","no","no","no","no","don't know","no",1970-01-01,"11:38:00"
"1170",44,"male","united states","mo","no","no","no","na","more than 1000","yes","no","don't know","no","don't know","don't know","yes","don't know","yes","no","some of them","no","no","no","no","no",1970-01-01,"11:38:00"
"1171",44,"male","united states","fl","yes","no","no","never","44201","yes","yes","don't know","no","no","no","yes","somewhat difficult","no","no","no","no","no","no","don't know","no",1970-01-01,"11:38:00"
"1172",44,"male","united kingdom","na","no","no","yes","sometimes","more than 1000","no","no","no","no","no","yes","don't know","don't know","maybe","no","some of them","some of them","no","no","no","no",1970-01-01,"11:38:01"
"1173",45,"male","united states","mo","no","yes","yes","rarely","44372","yes","yes","yes","yes","no","yes","yes","very easy","no","no","yes","yes","yes","yes","yes","no",1970-01-01,"11:37:58"
"1174",45,"female","united states","ca","no","no","yes","sometimes","44201","no","yes","yes","no","no","no","yes","somewhat difficult","no","no","yes","yes","no","no","yes","no",1970-01-01,"11:37:58"
"1175",45,"male","united states","ca","no","no","yes","sometimes","more than 1000","no","yes","don't know","not sure","don't know","don't know","don't know","don't know","yes","yes","some of them","some of them","no","no","don't know","no",1970-01-01,"11:37:58"
"1176",45,"male","united states","ny","no","yes","yes","sometimes","more than 1000","no","yes","yes","yes","don't know","don't know","yes","don't know","maybe","no","some of them","some of them","no","maybe","don't know","no",1970-01-01,"11:37:58"
"1177",45,"male","ireland","na","yes","no","yes","often","44201","no","yes","no","no","no","no","don't know","very difficult","no","no","no","no","no","no","don't know","no",1970-01-01,"11:37:58"
"1178",45,"male","united states","ma","no","no","yes","never","26-100","yes","yes","yes","yes","don't know","don't know","don't know","don't know","maybe","no","no","some of them","no","maybe","don't know","no",1970-01-01,"11:37:58"
"1179",45,"male","united states","va","no","no","yes","often","44201","yes","yes","yes","not sure","no","yes","don't know","very easy","no","no","yes","yes","no","maybe","yes","no",1970-01-01,"11:37:59"
"1180",45,"male","united states","ny","no","no","no","na","more than 1000","no","no","yes","yes","yes","yes","don't know","don't know","no","no","some of them","some of them","no","no","yes","no",1970-01-01,"11:38:00"
"1181",45,"male","united kingdom","na","no","yes","no","rarely","100-500","no","no","don't know","no","no","no","don't know","don't know","maybe","no","some of them","no","no","maybe","don't know","no",1970-01-01,"11:38:00"
"1182",45,"male","united states","ca","no","no","no","never","44372","yes","yes","yes","no","no","no","don't know","don't know","yes","maybe","some of them","no","no","maybe","don't know","no",1970-01-01,"11:38:00"
"1183",45,"female","united states","mi","no","no","yes","rarely","26-100","no","no","don't know","no","don't know","don't know","don't know","don't know","no","no","some of them","some of them","no","maybe","don't know","no",1970-01-01,"11:38:01"
"1184",46,"male","united states","md","yes","yes","no","sometimes","44201","yes","yes","yes","not sure","yes","don't know","yes","very easy","no","no","yes","yes","no","yes","yes","yes",1970-01-01,"11:37:58"
"1185",46,"male","united states","ma","no","no","yes","often","26-100","yes","yes","yes","yes","no","no","don't know","don't know","maybe","no","some of them","yes","no","maybe","no","no",1970-01-01,"11:37:58"
"1186",46,"male","united states","wa","no","no","no","never","26-100","no","yes","yes","not sure","yes","don't know","don't know","very easy","no","no","some of them","some of them","maybe","maybe","don't know","no",1970-01-01,"11:37:58"
"1187",46,"male","united states","ca","no","no","yes","sometimes","more than 1000","no","yes","yes","yes","yes","yes","don't know","don't know","maybe","no","some of them","no","no","no","yes","no",1970-01-01,"11:37:58"
"1188",46,"male","united states","oh","no","no","yes","rarely","500-1000","yes","yes","yes","not sure","yes","yes","yes","don't know","no","no","some of them","yes","no","maybe","yes","no",1970-01-01,"11:37:58"
"1189",46,"male","united states","il","no","no","yes","rarely","more than 1000","no","no","yes","yes","yes","yes","yes","somewhat easy","yes","maybe","no","no","no","maybe","yes","no",1970-01-01,"11:37:59"
"1190",46,"female","united states","ct","no","no","yes","often","more than 1000","no","no","yes","yes","yes","yes","don't know","don't know","yes","no","some of them","some of them","no","no","no","yes",1970-01-01,"11:38:00"
"1191",46,"male","united states","pa","no","yes","yes","sometimes","44372","no","yes","don't know","yes","no","don't know","don't know","don't know","yes","maybe","no","some of them","no","maybe","don't know","no",1970-01-01,"11:38:01"
"1192",46,"female","united states","ca","no","no","yes","often","100-500","yes","no","yes","yes","no","no","yes","don't know","maybe","no","some of them","some of them","no","maybe","no","no",1970-01-01,"11:38:06"
"1193",47,"male","united states","ca","no","yes","yes","sometimes","more than 1000","no","yes","yes","yes","yes","yes","don't know","very easy","no","no","some of them","yes","no","yes","yes","no",1970-01-01,"11:37:58"
"1194",47,"female","united states","pa","no","no","no","na","100-500","yes","yes","don't know","no","no","don't know","don't know","very difficult","yes","yes","no","no","no","no","no","no",1970-01-01,"11:37:59"
"1195",48,"male","united kingdom","na","no","no","no","na","26-100","no","yes","don't know","no","no","no","don't know","don't know","maybe","maybe","no","no","no","no","no","no",1970-01-01,"11:37:58"
"1196",48,"male","united states","tx","no","no","no","never","44372","no","yes","don't know","no","no","don't know","don't know","don't know","maybe","no","no","no","no","maybe","don't know","no",1970-01-01,"11:37:58"
"1197",48,"female","united states","ca","no","yes","no","often","26-100","no","yes","don't know","no","no","no","no","very difficult","yes","yes","no","some of them","no","no","no","yes",1970-01-01,"11:37:59"
"1198",48,"male","united states","va","no","no","yes","never","more than 1000","no","yes","yes","yes","yes","yes","yes","don't know","maybe","maybe","yes","yes","no","maybe","yes","yes",1970-01-01,"11:37:59"
"1199",48,"male","australia","na","no","no","yes","sometimes","44372","no","yes","no","no","no","no","don't know","somewhat easy","yes","no","some of them","no","no","maybe","no","yes",1970-01-01,"11:37:59"
"1200",48,"male","united states","in","no","no","no","never","26-100","no","no","yes","yes","yes","yes","yes","don't know","maybe","no","some of them","yes","no","maybe","don't know","no",1970-01-01,"11:38:00"
"1201",49,"male","japan","na","yes","yes","yes","sometimes","44201","yes","yes","no","yes","yes","no","don't know","somewhat difficult","yes","yes","no","no","no","no","no","yes",1970-01-01,"11:37:59"
"1202",49,"male","united states","ny","no","yes","yes","sometimes","100-500","no","yes","yes","not sure","yes","yes","yes","somewhat easy","maybe","maybe","some of them","yes","no","no","yes","no",1970-01-01,"11:37:59"
"1203",49,"male","united states","or","no","yes","yes","sometimes","more than 1000","no","yes","yes","yes","no","yes","yes","somewhat difficult","yes","maybe","no","no","no","maybe","no","yes",1970-01-01,"11:37:59"
"1204",49,"male","united states","ga","no","yes","no","never","more than 1000","no","yes","yes","yes","yes","yes","yes","don't know","no","no","yes","yes","no","no","yes","no",1970-01-01,"11:38:00"
"1205",50,"male","united states","in","no","no","no","na","100-500","no","yes","yes","yes","no","don't know","don't know","don't know","no","no","some of them","yes","no","maybe","don't know","no",1970-01-01,"11:37:58"
"1206",50,"male","united states","na","no","no","no","never","26-100","yes","yes","no","yes","no","no","don't know","don't know","no","no","no","no","no","maybe","no","no",1970-01-01,"11:37:58"
"1207",50,"male","united states","or","no","yes","no","na","100-500","yes","yes","don't know","no","no","don't know","don't know","don't know","no","no","some of them","yes","maybe","maybe","don't know","no",1970-01-01,"11:37:58"
"1208",50,"male","united states","wy","no","no","no","sometimes","44201","yes","yes","don't know","no","no","don't know","don't know","don't know","yes","maybe","some of them","some of them","no","maybe","don't know","no",1970-01-01,"11:37:58"
"1209",50,"male","united states","va","yes","no","no","never","44201","yes","yes","no","yes","no","no","yes","somewhat easy","no","no","some of them","yes","no","maybe","yes","no",1970-01-01,"11:37:59"
"1210",50,"male","france","na","yes","no","yes","sometimes","26-100","yes","yes","no","no","no","no","don't know","don't know","maybe","maybe","some of them","yes","no","no","don't know","no",1970-01-01,"11:38:01"
"1211",51,"male","new zealand","na","no","no","yes","sometimes","26-100","yes","yes","no","yes","yes","no","no","somewhat difficult","yes","yes","no","no","no","no","don't know","yes",1970-01-01,"11:37:58"
"1212",51,"male","united states","mn","no","no","no","never","more than 1000","yes","yes","yes","yes","yes","yes","yes","very easy","no","no","yes","yes","no","no","yes","no",1970-01-01,"11:37:59"
"1213",51,"male","united states","tn","no","no","no","na","100-500","no","no","don't know","not sure","no","don't know","don't know","somewhat difficult","no","no","some of them","yes","no","no","don't know","no",1970-01-01,"11:37:59"
"1214",51,"male","united states","co","yes","no","no","never","44201","no","yes","no","yes","no","no","yes","somewhat difficult","no","no","some of them","some of them","maybe","maybe","don't know","no",1970-01-01,"11:37:59"
"1215",51,"male","singapore","na","no","no","no","never","more than 1000","yes","yes","don't know","no","no","don't know","don't know","don't know","yes","no","no","no","no","no","no","no",1970-01-01,"11:38:05"
"1216",53,"male","united states","or","no","no","yes","rarely","44372","yes","yes","yes","yes","no","yes","don't know","don't know","maybe","maybe","some of them","no","no","no","don't know","no",1970-01-01,"11:37:59"
"1217",54,"male","united states","ca","no","yes","yes","never","more than 1000","no","yes","don't know","no","yes","yes","don't know","don't know","no","no","no","yes","no","no","don't know","no",1970-01-01,"11:37:58"
"1218",54,"male","united kingdom","na","no","no","yes","sometimes","more than 1000","yes","no","no","yes","yes","yes","yes","very easy","no","no","yes","yes","maybe","maybe","no","no",1970-01-01,"11:37:58"
